"","x","y","type"
"104",-3.17517517517518,0.00258040935029545,"Normal"
"105",-3.16716716716717,0.00264677737056774,"Normal"
"106",-3.15915915915916,0.00271467828054534,"Normal"
"107",-3.15115115115115,0.00278414258511061,"Normal"
"108",-3.14314314314314,0.00285520126610952,"Normal"
"109",-3.13513513513514,0.00292788578650791,"Normal"
"110",-3.12712712712713,0.00300222809449793,"Normal"
"111",-3.11911911911912,0.00307826062755151,"Normal"
"112",-3.11111111111111,0.00315601631641804,"Normal"
"113",-3.1031031031031,0.00323552858906328,"Normal"
"114",-3.0950950950951,0.00331683137454643,"Normal"
"115",-3.08708708708709,0.00339995910683238,"Normal"
"116",-3.07907907907908,0.00348494672853595,"Normal"
"117",-3.07107107107107,0.00357182969459489,"Normal"
"118",-3.06306306306306,0.00366064397586864,"Normal"
"119",-3.05505505505506,0.00375142606265932,"Normal"
"120",-3.04704704704705,0.00384421296815189,"Normal"
"121",-3.03903903903904,0.00393904223176991,"Normal"
"122",-3.03103103103103,0.00403595192244368,"Normal"
"123",-3.02302302302302,0.0041349806417872,"Normal"
"124",-3.01501501501502,0.00423616752718052,"Normal"
"125",-3.00700700700701,0.00433955225475399,"Normal"
"126",-2.998998998999,0.00444517504227067,"Normal"
"127",-2.99099099099099,0.00455307665190355,"Normal"
"128",-2.98298298298298,0.00466329839290368,"Normal"
"129",-2.97497497497497,0.00477588212415564,"Normal"
"130",-2.96696696696697,0.00489087025661667,"Normal"
"131",-2.95895895895896,0.00500830575563558,"Normal"
"132",-2.95095095095095,0.00512823214314763,"Normal"
"133",-2.94294294294294,0.00525069349974172,"Normal"
"134",-2.93493493493493,0.00537573446659573,"Normal"
"135",-2.92692692692693,0.00550340024727644,"Normal"
"136",-2.91891891891892,0.00563373660939975,"Normal"
"137",-2.91091091091091,0.0057667898861475,"Normal"
"138",-2.9029029029029,0.00590260697763673,"Normal"
"139",-2.89489489489489,0.00604123535213746,"Normal"
"140",-2.88688688688689,0.00618272304713484,"Normal"
"141",-2.87887887887888,0.00632711867023164,"Normal"
"142",-2.87087087087087,0.00647447139988703,"Normal"
"143",-2.86286286286286,0.00662483098598741,"Normal"
"144",-2.85485485485485,0.0067782477502453,"Normal"
"145",-2.84684684684685,0.0069347725864219,"Normal"
"146",-2.83883883883884,0.00709445696036946,"Normal"
"147",-2.83083083083083,0.00725735290988893,"Normal"
"148",-2.82282282282282,0.00742351304439893,"Normal"
"149",-2.81481481481481,0.00759299054441176,"Normal"
"150",-2.80680680680681,0.0077658391608121,"Normal"
"151",-2.7987987987988,0.00794211321393437,"Normal"
"152",-2.79079079079079,0.00812186759243432,"Normal"
"153",-2.78278278278278,0.00830515775195071,"Normal"
"154",-2.77477477477477,0.00849203971355293,"Normal"
"155",-2.76676676676677,0.00868257006197001,"Normal"
"156",-2.75875875875876,0.00887680594359712,"Normal"
"157",-2.75075075075075,0.00907480506427511,"Normal"
"158",-2.74274274274274,0.00927662568683898,"Normal"
"159",-2.73473473473473,0.00948232662843099,"Normal"
"160",-2.72672672672673,0.00969196725757422,"Normal"
"161",-2.71871871871872,0.00990560749100246,"Normal"
"162",-2.71071071071071,0.0101233077902421,"Normal"
"163",-2.7027027027027,0.0103451291579421,"Normal"
"164",-2.69469469469469,0.0105711331339476,"Normal"
"165",-2.68668668668669,0.0108013817911136,"Normal"
"166",-2.67867867867868,0.011035937730854,"Normal"
"167",-2.67067067067067,0.0112748640784219,"Normal"
"168",-2.66266266266266,0.0115182244779185,"Normal"
"169",-2.65465465465465,0.0117660830870247,"Normal"
"170",-2.64664664664665,0.0120185045714526,"Normal"
"171",-2.63863863863864,0.0122755540991133,"Normal"
"172",-2.63063063063063,0.0125372973339956,"Normal"
"173",-2.62262262262262,0.0128038004297541,"Normal"
"174",-2.61461461461461,0.0130751300230007,"Normal"
"175",-2.60660660660661,0.0133513532262973,"Normal"
"176",-2.5985985985986,0.0136325376208454,"Normal"
"177",-2.59059059059059,0.0139187512488692,"Normal"
"178",-2.58258258258258,0.014210062605689,"Normal"
"179",-2.57457457457457,0.0145065406314803,"Normal"
"180",-2.56656656656657,0.0148082547027168,"Normal"
"181",-2.55855855855856,0.0151152746232934,"Normal"
"182",-2.55055055055055,0.0154276706153247,"Normal"
"183",-2.54254254254254,0.0157455133096184,"Normal"
"184",-2.53453453453453,0.0160688737358178,"Normal"
"185",-2.52652652652653,0.016397823312213,"Normal"
"186",-2.51851851851852,0.0167324338352151,"Normal"
"187",-2.51051051051051,0.0170727774684938,"Normal"
"188",-2.5025025025025,0.0174189267317727,"Normal"
"189",-2.49449449449449,0.0177709544892815,"Normal"
"190",-2.48648648648649,0.0181289339378627,"Normal"
"191",-2.47847847847848,0.0184929385947284,"Normal"
"192",-2.47047047047047,0.0188630422848682,"Normal"
"193",-2.46246246246246,0.0192393191281025,"Normal"
"194",-2.45445445445445,0.0196218435257817,"Normal"
"195",-2.44644644644645,0.0200106901471285,"Normal"
"196",-2.43843843843844,0.020405933915221,"Normal"
"197",-2.43043043043043,0.0208076499926159,"Normal"
"198",-2.42242242242242,0.0212159137666093,"Normal"
"199",-2.41441441441441,0.0216308008341344,"Normal"
"200",-2.40640640640641,0.0220523869862944,"Normal"
"201",-2.3983983983984,0.0224807481925294,"Normal"
"202",-2.39039039039039,0.022915960584417,"Normal"
"203",-2.38238238238238,0.0233581004391047,"Normal"
"204",-2.37437437437437,0.023807244162374,"Normal"
"205",-2.36636636636637,0.0242634682713357,"Normal"
"206",-2.35835835835836,0.0247268493767558,"Normal"
"207",-2.35035035035035,0.0251974641650118,"Normal"
"208",-2.34234234234234,0.0256753893796796,"Normal"
"209",-2.33433433433433,0.0261607018027501,"Normal"
"210",-2.32632632632633,0.0266534782354775,"Normal"
"211",-2.31831831831832,0.0271537954788581,"Normal"
"212",-2.31031031031031,0.0276617303137407,"Normal"
"213",-2.3023023023023,0.0281773594805703,"Normal"
"214",-2.29429429429429,0.0287007596587648,"Normal"
"215",-2.28628628628629,0.0292320074457259,"Normal"
"216",-2.27827827827828,0.029771179335487,"Normal"
"217",-2.27027027027027,0.0303183516969979,"Normal"
"218",-2.26226226226226,0.0308736007520491,"Normal"
"219",-2.25425425425425,0.0314370025528369,"Normal"
"220",-2.24624624624625,0.0320086329591723,"Normal"
"221",-2.23823823823824,0.0325885676153351,"Normal"
"222",-2.23023023023023,0.0331768819265761,"Normal"
"223",-2.22222222222222,0.0337736510352706,"Normal"
"224",-2.21421421421421,0.0343789497967251,"Normal"
"225",-2.20620620620621,0.0349928527546413,"Normal"
"226",-2.1981981981982,0.0356154341162401,"Normal"
"227",-2.19019019019019,0.0362467677270497,"Normal"
"228",-2.18218218218218,0.0368869270453615,"Normal"
"229",-2.17417417417417,0.0375359851163567,"Normal"
"230",-2.16616616616617,0.03819401454591,"Normal"
"231",-2.15815815815816,0.0388610874740724,"Normal"
"232",-2.15015015015015,0.03953727554824,"Normal"
"233",-2.14214214214214,0.0402226498960119,"Normal"
"234",-2.13413413413413,0.0409172810977437,"Normal"
"235",-2.12612612612613,0.0416212391588003,"Normal"
"236",-2.11811811811812,0.0423345934815158,"Normal"
"237",-2.11011011011011,0.0430574128368641,"Normal"
"238",-2.1021021021021,0.043789765335848,"Normal"
"239",-2.09409409409409,0.0445317184006116,"Normal"
"240",-2.08608608608609,0.0452833387352837,"Normal"
"241",-2.07807807807808,0.0460446922965577,"Normal"
"242",-2.07007007007007,0.0468158442640166,"Normal"
"243",-2.06206206206206,0.047596859010209,"Normal"
"244",-2.05405405405405,0.0483878000704834,"Normal"
"245",-2.04604604604605,0.0491887301125894,"Normal"
"246",-2.03803803803804,0.0499997109060533,"Normal"
"247",-2.03003003003003,0.0508208032913361,"Normal"
"248",-2.02202202202202,0.0516520671487823,"Normal"
"249",-2.01401401401401,0.0524935613673682,"Normal"
"250",-2.00600600600601,0.053345343813258,"Normal"
"251",-1.997997997998,0.0542074712981785,"Normal"
"252",-1.98998998998999,0.0550799995476186,"Normal"
"253",-1.98198198198198,0.0559629831688668,"Normal"
"254",-1.97397397397397,0.0568564756188931,"Normal"
"255",-1.96596596596597,0.0577605291720876,"Normal"
"256",-1.95795795795796,0.0586751948878651,"Normal"
"257",-1.94994994994995,0.0596005225781457,"Normal"
"258",-1.94194194194194,0.0605365607747232,"Normal"
"259",-1.93393393393393,0.0614833566965309,"Normal"
"260",-1.92592592592593,0.062440956216817,"Normal"
"261",-1.91791791791792,0.06340940383024,"Normal"
"262",-1.90990990990991,0.0643887426198963,"Normal"
"263",-1.9019019019019,0.0653790142242912,"Normal"
"264",-1.89389389389389,0.0663802588042656,"Normal"
"265",-1.88588588588589,0.0673925150098903,"Normal"
"266",-1.87787787787788,0.0684158199473405,"Normal"
"267",-1.86986986986987,0.0694502091457625,"Normal"
"268",-1.86186186186186,0.0704957165241465,"Normal"
"269",-1.85385385385385,0.0715523743582164,"Normal"
"270",-1.84584584584585,0.0726202132473521,"Normal"
"271",-1.83783783783784,0.0736992620815557,"Normal"
"272",-1.82982982982983,0.0747895480084762,"Normal"
"273",-1.82182182182182,0.0758910964005057,"Normal"
"274",-1.81381381381381,0.0770039308219614,"Normal"
"275",-1.80580580580581,0.0781280729963669,"Normal"
"276",-1.7977977977978,0.0792635427738473,"Normal"
"277",-1.78978978978979,0.0804103580986525,"Normal"
"278",-1.78178178178178,0.0815685349768227,"Normal"
"279",-1.77377377377377,0.0827380874440109,"Normal"
"280",-1.76576576576577,0.0839190275334777,"Normal"
"281",-1.75775775775776,0.0851113652442723,"Normal"
"282",-1.74974974974975,0.086315108509615,"Normal"
"283",-1.74174174174174,0.0875302631654975,"Normal"
"284",-1.73373373373373,0.0887568329195139,"Normal"
"285",-1.72572572572573,0.0899948193199405,"Normal"
"286",-1.71771771771772,0.0912442217250772,"Normal"
"287",-1.70970970970971,0.0925050372728685,"Normal"
"288",-1.7017017017017,0.0937772608508177,"Normal"
"289",-1.69369369369369,0.0950608850662112,"Normal"
"290",-1.68568568568569,0.0963559002166691,"Normal"
"291",-1.67767767767768,0.0976622942610365,"Normal"
"292",-1.66966966966967,0.0989800527906321,"Normal"
"293",-1.66166166166166,0.100309159000872,"Normal"
"294",-1.65365365365365,0.10164959366328,"Normal"
"295",-1.64564564564565,0.103001335097907,"Normal"
"296",-1.63763763763764,0.10436435914617,"Normal"
"297",-1.62962962962963,0.105738639144131,"Normal"
"298",-1.62162162162162,0.107124145896225,"Normal"
"299",-1.61361361361361,0.108520847649465,"Normal"
"300",-1.60560560560561,0.10992871006813,"Normal"
"301",-1.5975975975976,0.111347696208955,"Normal"
"302",-1.58958958958959,0.112777766496842,"Normal"
"303",-1.58158158158158,0.114218878701105,"Normal"
"304",-1.57357357357357,0.115670987912262,"Normal"
"305",-1.56556556556557,0.117134046519405,"Normal"
"306",-1.55755755755756,0.11860800418814,"Normal"
"307",-1.54954954954955,0.120092807839133,"Normal"
"308",-1.54154154154154,0.121588401627275,"Normal"
"309",-1.53353353353353,0.123094726921466,"Normal"
"310",-1.52552552552553,0.124611722285057,"Normal"
"311",-1.51751751751752,0.12613932345695,"Normal"
"312",-1.50950950950951,0.127677463333369,"Normal"
"313",-1.5015015015015,0.129226071950339,"Normal"
"314",-1.49349349349349,0.130785076466857,"Normal"
"315",-1.48548548548549,0.132354401148798,"Normal"
"316",-1.47747747747748,0.133933967353555,"Normal"
"317",-1.46946946946947,0.13552369351543,"Normal"
"318",-1.46146146146146,0.137123495131801,"Normal"
"319",-1.45345345345345,0.13873328475006,"Normal"
"320",-1.44544544544545,0.140352971955359,"Normal"
"321",-1.43743743743744,0.141982463359159,"Normal"
"322",-1.42942942942943,0.143621662588612,"Normal"
"323",-1.42142142142142,0.14527047027677,"Normal"
"324",-1.41341341341341,0.146928784053658,"Normal"
"325",-1.40540540540541,0.148596498538208,"Normal"
"326",-1.3973973973974,0.150273505331067,"Normal"
"327",-1.38938938938939,0.151959693008306,"Normal"
"328",-1.38138138138138,0.153654947116025,"Normal"
"329",-1.37337337337337,0.155359150165875,"Normal"
"330",-1.36536536536537,0.157072181631514,"Normal"
"331",-1.35735735735736,0.158793917945997,"Normal"
"332",-1.34934934934935,0.160524232500121,"Normal"
"333",-1.34134134134134,0.16226299564173,"Normal"
"334",-1.33333333333333,0.164010074675994,"Normal"
"335",-1.32532532532533,0.165765333866673,"Normal"
"336",-1.31731731731732,0.167528634438376,"Normal"
"337",-1.30930930930931,0.169299834579821,"Normal"
"338",-1.3013013013013,0.17107878944811,"Normal"
"339",-1.29329329329329,0.172865351174024,"Normal"
"340",-1.28528528528529,0.174659368868355,"Normal"
"341",-1.27727727727728,0.176460688629273,"Normal"
"342",-1.26926926926927,0.178269153550739,"Normal"
"343",-1.26126126126126,0.180084603731981,"Normal"
"344",-1.25325325325325,0.181906876288021,"Normal"
"345",-1.24524524524525,0.183735805361283,"Normal"
"346",-1.23723723723724,0.185571222134271,"Normal"
"347",-1.22922922922923,0.187412954843324,"Normal"
"348",-1.22122122122122,0.18926082879347,"Normal"
"349",-1.21321321321321,0.191114666374361,"Normal"
"350",-1.20520520520521,0.192974287077311,"Normal"
"351",-1.1971971971972,0.194839507513435,"Normal"
"352",-1.18918918918919,0.19671014143289,"Normal"
"353",-1.18118118118118,0.198585999745227,"Normal"
"354",-1.17317317317317,0.200466890540856,"Normal"
"355",-1.16516516516517,0.202352619113618,"Normal"
"356",-1.15715715715716,0.204242987984477,"Normal"
"357",-1.14914914914915,0.206137796926331,"Normal"
"358",-1.14114114114114,0.208036842989938,"Normal"
"359",-1.13313313313313,0.209939920530956,"Normal"
"360",-1.12512512512513,0.21184682123811,"Normal"
"361",-1.11711711711712,0.21375733416247,"Normal"
"362",-1.10910910910911,0.215671245747847,"Normal"
"363",-1.1011011011011,0.217588339862305,"Normal"
"364",-1.09309309309309,0.219508397830784,"Normal"
"365",-1.08508508508509,0.221431198468836,"Normal"
"366",-1.07707707707708,0.223356518117463,"Normal"
"367",-1.06906906906907,0.225284130679063,"Normal"
"368",-1.06106106106106,0.22721380765447,"Normal"
"369",-1.05305305305305,0.229145318181096,"Normal"
"370",-1.04504504504505,0.231078429072154,"Normal"
"371",-1.03703703703704,0.233012904856966,"Normal"
"372",-1.02902902902903,0.234948507822352,"Normal"
"373",-1.02102102102102,0.236884998055083,"Normal"
"374",-1.01301301301301,0.238822133485401,"Normal"
"375",-1.00500500500501,0.24075966993159,"Normal"
"376",-0.996996996996997,0.242697361145593,"Normal"
"377",-0.988988988988989,0.244634958859672,"Normal"
"378",-0.980980980980981,0.246572212834085,"Normal"
"379",-0.972972972972973,0.248508870905785,"Normal"
"380",-0.964964964964965,0.250444679038131,"Normal"
"381",-0.956956956956957,0.252379381371581,"Normal"
"382",-0.948948948948949,0.254312720275385,"Normal"
"383",-0.940940940940941,0.256244436400228,"Normal"
"384",-0.932932932932933,0.258174268731856,"Normal"
"385",-0.924924924924925,0.260101954645624,"Normal"
"386",-0.916916916916917,0.262027229961987,"Normal"
"387",-0.908908908908909,0.263949829002911,"Normal"
"388",-0.900900900900901,0.265869484649171,"Normal"
"389",-0.892892892892893,0.267785928398552,"Normal"
"390",-0.884884884884885,0.269698890424904,"Normal"
"391",-0.876876876876877,0.271608099638066,"Normal"
"392",-0.868868868868869,0.273513283744617,"Normal"
"393",-0.860860860860861,0.275414169309444,"Normal"
"394",-0.852852852852853,0.277310481818125,"Normal"
"395",-0.844844844844845,0.279201945740075,"Normal"
"396",-0.836836836836837,0.281088284592474,"Normal"
"397",-0.828828828828829,0.28296922100493,"Normal"
"398",-0.820820820820821,0.284844476784867,"Normal"
"399",-0.812812812812813,0.286713772983616,"Normal"
"400",-0.804804804804805,0.288576829963198,"Normal"
"401",-0.796796796796797,0.290433367463758,"Normal"
"402",-0.788788788788789,0.292283104671645,"Normal"
"403",-0.780780780780781,0.294125760288111,"Normal"
"404",-0.772772772772773,0.295961052598604,"Normal"
"405",-0.764764764764765,0.29778869954263,"Normal"
"406",-0.756756756756757,0.299608418784177,"Normal"
"407",-0.748748748748749,0.301419927782648,"Normal"
"408",-0.740740740740741,0.303222943864308,"Normal"
"409",-0.732732732732733,0.305017184294205,"Normal"
"410",-0.724724724724725,0.306802366348536,"Normal"
"411",-0.716716716716717,0.308578207387456,"Normal"
"412",-0.708708708708709,0.310344424928268,"Normal"
"413",-0.700700700700701,0.312100736719007,"Normal"
"414",-0.692692692692693,0.313846860812361,"Normal"
"415",-0.684684684684685,0.31558251563992,"Normal"
"416",-0.676676676676677,0.317307420086723,"Normal"
"417",-0.668668668668669,0.319021293566066,"Normal"
"418",-0.660660660660661,0.320723856094559,"Normal"
"419",-0.652652652652653,0.322414828367396,"Normal"
"420",-0.644644644644645,0.324093931833804,"Normal"
"421",-0.636636636636636,0.325760888772662,"Normal"
"422",-0.628628628628629,0.327415422368237,"Normal"
"423",-0.620620620620621,0.329057256786028,"Normal"
"424",-0.612612612612613,0.330686117248681,"Normal"
"425",-0.604604604604605,0.33230173011195,"Normal"
"426",-0.596596596596596,0.333903822940662,"Normal"
"427",-0.588588588588589,0.335492124584683,"Normal"
"428",-0.580580580580581,0.337066365254824,"Normal"
"429",-0.572572572572573,0.338626276598684,"Normal"
"430",-0.564564564564565,0.340171591776383,"Normal"
"431",-0.556556556556556,0.341702045536168,"Normal"
"432",-0.548548548548549,0.343217374289848,"Normal"
"433",-0.54054054054054,0.344717316188045,"Normal"
"434",-0.532532532532533,0.346201611195215,"Normal"
"435",-0.524524524524525,0.347670001164422,"Normal"
"436",-0.516516516516516,0.349122229911825,"Normal"
"437",-0.508508508508509,0.350558043290856,"Normal"
"438",-0.5005005005005,0.351977189266053,"Normal"
"439",-0.492492492492492,0.353379417986526,"Normal"
"440",-0.484484484484485,0.354764481859011,"Normal"
"441",-0.476476476476476,0.356132135620502,"Normal"
"442",-0.468468468468469,0.357482136410418,"Normal"
"443",-0.46046046046046,0.358814243842273,"Normal"
"444",-0.452452452452452,0.360128220074839,"Normal"
"445",-0.444444444444445,0.361423829882744,"Normal"
"446",-0.436436436436436,0.362700840726495,"Normal"
"447",-0.428428428428429,0.363959022821904,"Normal"
"448",-0.42042042042042,0.365198149208855,"Normal"
"449",-0.412412412412412,0.366417995819425,"Normal"
"450",-0.404404404404405,0.3676183415453,"Normal"
"451",-0.396396396396396,0.368798968304465,"Normal"
"452",-0.388388388388389,0.369959661107154,"Normal"
"453",-0.38038038038038,0.37110020812101,"Normal"
"454",-0.372372372372372,0.372220400735444,"Normal"
"455",-0.364364364364365,0.373320033625156,"Normal"
"456",-0.356356356356356,0.374398904812801,"Normal"
"457",-0.348348348348348,0.375456815730761,"Normal"
"458",-0.34034034034034,0.376493571282005,"Normal"
"459",-0.332332332332332,0.377508979900006,"Normal"
"460",-0.324324324324325,0.378502853607702,"Normal"
"461",-0.316316316316316,0.379475008075448,"Normal"
"462",-0.308308308308308,0.380425262677969,"Normal"
"463",-0.3003003003003,0.381353440550259,"Normal"
"464",-0.292292292292292,0.382259368642425,"Normal"
"465",-0.284284284284285,0.38314287777343,"Normal"
"466",-0.276276276276276,0.384003802683735,"Normal"
"467",-0.268268268268268,0.3848419820868,"Normal"
"468",-0.26026026026026,0.385657258719425,"Normal"
"469",-0.252252252252252,0.386449479390916,"Normal"
"470",-0.244244244244244,0.387218495031049,"Normal"
"471",-0.236236236236236,0.387964160736805,"Normal"
"472",-0.228228228228228,0.38868633581787,"Normal"
"473",-0.22022022022022,0.389384883840873,"Normal"
"474",-0.212212212212212,0.390059672672329,"Normal"
"475",-0.204204204204204,0.390710574520297,"Normal"
"476",-0.196196196196196,0.391337465974705,"Normal"
"477",-0.188188188188188,0.39194022804635,"Normal"
"478",-0.18018018018018,0.392518746204527,"Normal"
"479",-0.172172172172172,0.393072910413305,"Normal"
"480",-0.164164164164164,0.393602615166401,"Normal"
"481",-0.156156156156156,0.394107759520658,"Normal"
"482",-0.148148148148148,0.394588247128102,"Normal"
"483",-0.14014014014014,0.395043986266573,"Normal"
"484",-0.132132132132132,0.3954748898689,"Normal"
"485",-0.124124124124124,0.395880875550626,"Normal"
"486",-0.116116116116116,0.396261865636259,"Normal"
"487",-0.108108108108108,0.396617787184037,"Normal"
"488",-0.1001001001001,0.396948572009207,"Normal"
"489",-0.0920920920920922,0.397254156705792,"Normal"
"490",-0.084084084084084,0.397534482666846,"Normal"
"491",-0.0760760760760761,0.39778949610319,"Normal"
"492",-0.0680680680680683,0.39801914806061,"Normal"
"493",-0.06006006006006,0.398223394435522,"Normal"
"494",-0.0520520520520522,0.398402195989086,"Normal"
"495",-0.0440440440440439,0.398555518359772,"Normal"
"496",-0.0360360360360361,0.398683332074364,"Normal"
"497",-0.0280280280280278,0.398785612557403,"Normal"
"498",-0.02002002002002,0.398862340139061,"Normal"
"499",-0.0120120120120122,0.398913500061449,"Normal"
"500",-0.00400400400400391,0.398939082483343,"Normal"
"501",0.00400400400400436,0.398939082483343,"Normal"
"502",0.0120120120120122,0.398913500061449,"Normal"
"503",0.02002002002002,0.398862340139061,"Normal"
"504",0.0280280280280278,0.398785612557403,"Normal"
"505",0.0360360360360357,0.398683332074364,"Normal"
"506",0.0440440440440444,0.398555518359772,"Normal"
"507",0.0520520520520522,0.398402195989086,"Normal"
"508",0.06006006006006,0.398223394435522,"Normal"
"509",0.0680680680680679,0.39801914806061,"Normal"
"510",0.0760760760760757,0.39778949610319,"Normal"
"511",0.0840840840840844,0.397534482666846,"Normal"
"512",0.0920920920920922,0.397254156705792,"Normal"
"513",0.1001001001001,0.396948572009207,"Normal"
"514",0.108108108108108,0.396617787184037,"Normal"
"515",0.116116116116116,0.396261865636259,"Normal"
"516",0.124124124124124,0.395880875550626,"Normal"
"517",0.132132132132132,0.3954748898689,"Normal"
"518",0.14014014014014,0.395043986266573,"Normal"
"519",0.148148148148148,0.394588247128102,"Normal"
"520",0.156156156156156,0.394107759520658,"Normal"
"521",0.164164164164164,0.393602615166401,"Normal"
"522",0.172172172172172,0.393072910413305,"Normal"
"523",0.18018018018018,0.392518746204527,"Normal"
"524",0.188188188188188,0.39194022804635,"Normal"
"525",0.196196196196196,0.391337465974705,"Normal"
"526",0.204204204204204,0.390710574520297,"Normal"
"527",0.212212212212212,0.390059672672329,"Normal"
